question_id,question,option_A,option_B,option_C,option_D,correct_option,correct_text
5606,Câu 15: I’m going to see the movie Dream City at 6.45 this evening. Would you like ___________?,A. come,B. to come,C. coming,D. came,,
5607,Câu 16: They are going ____________ Halong Bay in this summer vacation.,A. visit,B. visiting,C. to visit,D. visited,,
5608,Câu 17: People in my country are very open and _________.,A. friend,B. friendy,C. friends,D. friendly,,
5609,Câu 18: Alan agreed _______ hide and seek with me this afternoon.,A. to play,B. play,C. played,D. playing,,
5610,Câu 19: Let’s____________ the exhibition together.,A. going,B. to go,C. go,D. went,,
5611,Câu 20: It is difficult ___________ all the instructions at the same time,A. to remember,B. remember,C. remembering,D. remembered,,
5612,Câu 21: – What are you doing tomorrow? – I ___________ to my friend’s birthday party.,A. go,B. am going,C. goes,D. went,,
5613,"Câu 22: If the machine _______, press this button.",A. stop,B. stops,C. would stop,D. stoped,,
5614,"Câu 23: If you _____ up all the orange juice that was in that carton, you ought to go out and get some more.",A. drank,B. drinking,C. drunk,D. drink,,
5615,Câu 24: Daisy is reading her English test because she has a test tomorrow. She_____ be studying.,A. will,B. should,C. must,D. can,,
5616,Câu 25: He couldn’t have committed the crime _________ he was with me that day.,A. because,B. because of,C. although,D. despite,,
5567,Câu 1: The letter _____ by her for 20 minutes.,A. was written,B. has been wrote,C. has written,D. has been written,,
5568,Câu 2: This church _____ in 15th century.,A. built,B. has been built,C. was being built,D. was built,,
5569,Câu 3: A road to school _____ next month.,A. is going to widen,B. is going to be widened,C. is going to widened,D. is widened,,
5570,"Câu 4: If it _____ fine tomorrow, we'll go shopping.",A. was,B. were,C. will be,D. is,,
5571,"Câu 5: If it stops _____, we'll go camping.",A. rain,B. to rain,C. raining,D. rained,,
5572,"Câu 6: If I _____ you, I would forget to buy that house.",A. was,B. were,C. am,D. will be,,
5573,Câu 7: My house _________in 1986.,A. is built,B. was building,C. was built,D. has been built,,
5574,"Câu 8: Tomorrow we'll go to Noi Bai Airport to meet Maryam, _________comes from Malaysia.",A. who,B. whom,C. whose,D. that,,
5575,"Câu 9: If you get up early, you _________late.",A. weren't,B. wouldn't be,C. aren't,D. won't be,,
5576,Câu 10: It's very hot today. I wish I _________on the beach now.,A. am,B. was,C. were,D. had been,,
5577,"Câu 11: When he lived in the city, he _________to the theater twice a week.",A. uses to go,B. has gone,C. used to go,D. was going,,
5578,Câu 12: Hoai can not remember the name of the restaurant _________she ate her favorite roasted duck.,A. which,B. whose,C. whom,D. where,,
5579,"Câu 13: If I were a flower, I _________a sunflower.",A. was,B. were,C. will be,D. would be,,
5580,"Câu 14: If we _________enough time, we’ll study this exercise more carefully.",A. will have,B. have,C. had,D. would have,,
5581,Câu 15: What would you do if you _________a UFO?,A. see,B. saw,C. would see,D. had seen,,
5582,Câu 16: Her parents still live there .......... her grandparents.,A. for,B. at,C. with,D. on,,
5583,Câu 17: Lan is ............ than Hoa,A. tallest,B. tall,C. taller,D. more tall,,
5584,Câu 18: .............. do you live?,A. Who,B. What,C. Which,D. Where,,
5585,Câu 19: ................. are you talking to?,A. Who,B. What,C. Which,D. Where,,
5586,Câu 20: What ................. your telephone number?,A. is,B. are,C. does,D. do,,
5587,"Câu 21: Are there .......... pens on the table? Yes, there are.",A. any,B. some,C. much,D. a,,
5588,Câu 22: ........................ a beautiful day!,A. It,B. Which,C. Where,D. What,,
5589,Câu 23: I usually ______ to school by bus.,A. go,B. goes,C. going,D. gone,,
5590,Câu 24: Tom always _____ breakfast before going to work.,A. have,B. had,C. has,D. is having,,
5591,Câu 25: My English teacher _____ Mr Tuan Anh.,A. are,B. were,C. have been,D. is,,
5542,Câu 1: Would you like _____ to my party?,A. come,B. to come,C. coming,D. came,,
5543,Câu 2: My sister likes _____ and _____.,A. dance/ sing,B. to dance/ sings,C. dancing/ singing,D. dancing/ to sing,,
5544,Câu 3: This school _____ ten years ago.,A. be built,B. is built,C. was built,D. built,,
5545,Câu 4: We spent half a year _____ this hotel.,A. to build,B. built,C. building,D. with building,,
5546,Câu 5: My friend is fond of _____ TV in the evening.,A. watching,B. to watch,C. watch,D. watched,,
5547,"Câu 6: While I _____ TV, my sister _____ to music.",A. was watching/ listening,B. watched/ listened,C. was watching/ was listening,D. watching/ listening,,
5548,Câu 7: I am not used _____ up early.,A. get,B. to get,C. getting,D. to getting,,
5549,Câu 8: She can't stand _____ her at home all day.,A. seeing,B. see,C. to see,D. saw,,
5550,Câu 9: He drives very _____ and has got two accidents this year.,A. careless,B. carefully,C. carelessly,D. careful,,
5551,Câu 10: They are looking forward _____ Tet holiday.,A. to have,B. having,C. to having,D. have,,
5552,Câu 11: He looked at me_____.,A. angry,B. angrily,C. anger,D. angryly,,
5553,Câu 12: Your car is different _____ mine.,A. to,B. in,C. from,D. for,,
5554,Câu 13: English is the _____ language on one- fifth of the land area of the world.,A. office,B. official,C. officer,D. officially,,
5555,Câu 14: He looks _____ today than yesterday.,A. good,B. well,C. better,D. goodly,,
5556,Câu 15: There is a _____ difference between the north and the south.,A. region,B. regional,C. regionally,D. regioner,,
5557,Câu 16: He went to a seaside resort because he was keen on _____.,A. windsurf,B. windsurfing,C. to windsurf,D. to windsurfing,,
5558,Câu 17: He used _____ next to me in class.,A. to sit,B. sit,C. to sitting,D. to sat,,
5559,"Câu 18: While I was swimming yesterday afternoon, someone else _____ my clothes.",A. stealed,B. was stealing,C. was stolen,D. stole,,
5560,Câu 19: I can't remember the name of the man _____ I gave the money.,A. who,B. whom,C. whose,D. which,,
5561,Câu 20: He couldn't go far because he was afraid of _____,A. to fly,B. flying,C. be flying,D. fly,,
5562,Câu 21: I can't help _____ at her mistake.,A. laugh,B. laughing,C. laughed,D. to laugh,,
5563,Câu 22: He couldn't stand _____ for her so long.,A. to wait,B. waiting,C. wait,D. waited,,
5564,Câu 23: It's not worth _____ a tax home.,A. taking,B. to take,C. take,D. took,,
5565,Câu 24: Are you interested in _____ football.,A. play,B. to play,C. playing,D. played,,
5566,Câu 25: A lot of trees _____ in the garden at the moment.,A. is grown,B. is being grown,C. are grown,D. are being grown,,
5517,Câu 1: I'd like to borrow this book. .................................. it yet?,A. Did you read,B. Had you read,C. Have you read,D. Do you read,,
5518,Câu 2: We…………..in this town for a long time. We…………..here sixteen years ago.,A. had been/come,B. have been/came,C. were/came,D. are/came,,
5519,"Câu 3: No breakfast for Mark, thanks. He…………..breakfast.",A. has not eaten,B. did not eat,C. is not eating,D. does not eat,,
5520,Câu 4: The news came as no surprise to me. I…………..for some time that the factory was likely to close.,A. knew,B. had known,C. have existed,D. exist,,
5521,Câu 5: Fish were among the earliest form of life. Fish ………….. on earth for ages and ages.,A. existed,B. are existing,C. have existed,D. exist,,
5522,Câu 6: Glenda…………..extremely hard when she was a student.,A. worked,B. has worked,C. was working,D. had been worked,,
5523,Câu 7: The World War II ………….. in 1939 and ………….. in 1945.,A. begins/ends,B. had begun/ended,C. has begun/had ended,D. began/ended,,
5524,Câu 8: I…………..at the checkout when I………….. a strange-looking man.,A. waited/noticed,B. was waiting/noticed,C. waited/was noticing,D. was waiting/had noticed,,
5525,"Câu 9: According to the research reports, people usually ………….. in their sleep 25 to 30 times each night.",A. turn,B. are turning,C. have turned,D. turned,,
5526,Câu 10: Homestead High School football team………….. a championship until last season.,A. has never won,B. had never been winning,C. is never winning,D. had never won,,
5527,Câu 11: Ann is interested in.................... young children.,A. teach,B. teaches,C. to teach,D. teaching,,
5528,Câu 12: Dad allowed Dora......................... to the party.,A. going,B. to go,C. go,D. gone,,
5529,Câu 13: You shouldn't spend all your time.....................,A. study,B. to study,C. studying,D. studied,,
5530,Câu 14: Would you like..................... somewhere for a rest?,A. going,B. to go,C. go,D. to be gone,,
5531,Câu 15: Just keep on................ what you like.,A. do,B. did,C. doing,D. done,,
5532,Câu 16: Are you looking forward.................... on your cassation?,A. you go,B. going,C. to going,D. to go,,
5533,Câu 17: The sun . . . . . . . . . . . . . . . in the east.,A. rise,B. rose,C. rises,D. rising,,
5534,Câu 18: She shouldn’t get married yet; she . . . . . . . . . . . . . . . .&nbsp;,A. is not old enough,B. was not old enough,C. is not enough old,D. was not enough old,,
5535,"Câu 19: No, you can’t go to holiday by yourself! You aren’t . . . . . . . . . . . . !",A. very old,B. too old,C. old enough,D. enough old,,
5536,Câu 20: She was a very_____child.,A. health,B. healthy,C. healthily,D. healthiness,,
5537,Câu 21: What does your brother . . . . . . . . . . . . . . ?,A. look like,B. look as,C. be like,D. as,,
5538,Câu 22: Doctors _____ a cure to AIDS yet.,A. have found,B. found,C. haven't found,D. hasn't found,,
5539,Câu 23: Do you mind _____ up?,A. wash,B. washing,C. washed,D. to wash,,
5540,Câu 24: He _____ to give up smoking since last week.,A. was trying,B. have tried,C. has tried,D. tried,,
5541,Câu 25: He enjoys _____ in the rain.,A. walk,B. walks,C. to walk,D. walking,,
5492,"Câu 1: Let’s go for a walk, _________we?",A. will,B. shall,C. do,D. must,,
5493,Câu 2: I wish I _________to him. Now it is too late.,A. had listened,B. would listen,C. listened,D. have listened,,
5494,Câu 3: Ellen: “_________?”Tom: “He’s tall and thin with blue eyes.”,A. How is John doing,B. What does John like,C. What does John look like,D. Who does John look like,,
5495,Câu 4: It&nbsp;was&nbsp;important&nbsp;that&nbsp;we&nbsp;should&nbsp;be on time&nbsp;at&nbsp;the meeting tonight.,A. was,B. that,C. should,D. at,,
5496,Câu 5: Nam&nbsp;is&nbsp;tallest&nbsp;student&nbsp;in&nbsp;his class.,A. is,B. tallest,C. in,D. his class,,
5497,Câu 6: People&nbsp;who&nbsp;exercise&nbsp;frequently&nbsp;have greater physical endurance&nbsp;than&nbsp;those who&nbsp;doesn’t.,A. who,B. frequently,C. than,D. doesn’t,,
5498,Câu 7: It was&nbsp;such a&nbsp;terrible fire that&nbsp;the whole&nbsp;building&nbsp;were&nbsp;destroyed.,A. such a,B. the whole,C. were,D. destroyed,,
5499,Câu 8: They&nbsp;suggested&nbsp;ban&nbsp;the sale&nbsp;of&nbsp;alcohol&nbsp;at&nbsp;football matches.,A. suggested,B. ban,C. of,D. at,,
5500,Câu 9: My mother always worries ______________ when I don't come home by midnight.,A. about,B. with,C. to,D. at,,
5501,Câu 10: The librarian asked us _______ so much noise.,A. not to make,B. no make,C. not making,D. don’t make,,
5502,Câu 11: What’s the name of the man _______ gave us a lift?,A. he,B. which,C. who,D. whose,,
5503,Câu 12: The government should do something to help _______.&nbsp;&nbsp;&nbsp;&nbsp; A. the poors&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; B. the poor ones&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; C. the poor&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; D. poor,A. the poors,B. the poor ones,C. the poor,D. poor,,
5504,"Câu 13: You had a very good time at the party last night, _______?",A. hadn't you,B. had you,C. don't you,D. didn't you,,
5505,Câu 14: How long ….. you studied English?,A. has,B. have,C. do,D. did,,
5506,Câu 15: The Ao dai consists ………… a long silk tunic that is slit on the sides and worn over loose pants,A. of,B. off,C. on,D. in,,
5507,Câu 16: Tam got wet ________ he forgot his umbrella.,A. so,B. because,C. and,D. but,,
5508,Câu 17: She speaks English as …………………… as I do.,A. good,B. better,C. very good,D. well,,
5509,Câu 18: The librarian told us not …………………… reference books out of the library.,A. to take,B. taking,C. take,D. took,,
5510,"Câu 19: Nobody liked the film, ……………………?",A. does he,B. doesn't he,C. did they,D. didn't they,,
5511,"Câu 20: Although he loved his country, …………………… most of his life abroad.",A. but spent,B. but he spent,C. he spent,D. so he spent,,
5512,Câu 21: Many students aren't keen …………………… their study at school.,A. about,B. for,C. with,D. on,,
5513,Câu 22: We didn’t go camping yesterday …………………… it rained heavily.,A. because,B. although,C. despite,D. in spite of,,
5514,Câu 23: Phong: “Thank you for a lovely evening.”Phuong: “_____”,A. Don’t mention it.,"B. Yes, that would be very nice.",C. I’m glad you enjoyed it.,"D. Yes, I’d like that.",,
5515,"Câu 24: It was a beautiful day, my friends and I went&nbsp; _____ a picnic to my home village.",A. to,B. at,C. on,D. into,,
5516,Câu 25: They still keep _________ touch though they live far away from each other.,A. on,B. at,C. to,D. in,,
5467,Câu 1: Malaysia is divided.....................two regions.,A. to,B. on,C. in,D. into,,
5468,Câu 2: The children felt.............when their mother was coming back home.,A. excitement,B. excitedly,C. excited,D. exciting,,
5469,Câu 3: He laughed.............when he was watching “Tom and Jerry” on TV.,A. happy,B. happily,C. happiness,D. unhappy,,
5470,"Câu 4: If I............free, I’ll come to see you.",A. am,B. was,C. will be,D. have been,,
5471,Câu 5: What would you do if you.........me?,A. are,B. have been,C. were,D. will be,,
5472,"Câu 6: She felt tired............, she had to finish her homework.",A. However,B. Therefore,C. So,D. Although,,
5473,Câu 7: I suggest..........a picnic on the weekend.,A. to have,B. having,C. had,D. have,,
5474,Câu 8: You..............better if you took this medicine.,A. will feel,B. feel,C. felt,D. would feel,,
5475,Câu 9: He............to Ha Noi ten days ago.,A. has gone,B. went,C. was going,D. goes,,
5476,"Câu 10: When my father was young, he........get up early to do the gardening.",A. was used to,B. use to,C. got used to,D. used to,,
5477,"Câu 11: ...........I came to see her yesterday, she was reading a book.",A. Before,B. When,C. While,D. After,,
5478,Câu 12: The boy..........eyes are brown is my friend.,A. whose,B. who,C. whom,D. which,,
5479,Câu 13: The teacher told his students.........laughing.,A. stop,B. stopping,C. to stop,D. stopped,,
5480,Câu 14: I don’t have a computer. I wish I...........a new one.,A. have,B. have had,C. had,D. will have,,
5481,Câu 15: At the moment I am spending my weekend go to camping with my friends,A. At the moment,B. spending,C. go to,D. camping,,
5482,Câu 16: The football match was postponed _________the bad weather.,A. despite,B. in spite,C. because,D. because of,,
5483,Câu 17: Peter doesn’t like scuba-diving. _________does his brother.,A. Too,B. Neither,C. So,D. Either,,
5484,"Câu 18: If I had the map now, I _________a short-cut across the desert.",A. could have taken,B. take,C. could take,D. can take,,
5485,"Câu 19: If I were you, I would _________the new teaching method.",A. try,B. trying,C. to try,D. tries,,
5486,"Câu 20: My father is very busy. _________, he is always willing to give a hand with the housework.",A. Despite,B. Although,C. However,D. Therefore,,
5487,Câu 21: This detailed map is _________the atlas.,A. more useful,B. more useful than,C. more useful as,D. usefuler than,,
5488,"Câu 22: The smaller the room is, the _________furniture it needs.",A. less,B. fewer,C. smaller,D. more,,
5489,Câu 23: He hates _________at while he is out in the street.,A. stared,B. be stared,C. is stared,D. being stared,,
5490,"Câu 24: If I _________you, I’d take some rest before the exam tomorrow.",A. is,B. are,C. were,D. would be,,
5491,Câu 25: It was _________hot day that we decided to leave work early.,A. such,B. so,C. so a,D. such a,,
5442,Câu 1: Hoa and Lan ________ their grandfather and gradmother tomorrow?,A. sees,B. is going to see,C. see,D. are going to see,,
5443,Câu 2: What about __________ by bike?,A. go,B. goes,C. to go,D. going,,
5444,Câu 3: He usually goes ______ in the winter.,A. to jog,B. jogging,C. joging,D. jogs,,
5445,Câu 4: I sometimes fly _____ kites in the summer.,A. he,B. his,C. their,D. my,,
5446,Câu 5: I _____ town next Saturday.,A. am going to,B. am going,C. go to,D. am going to go,,
5447,Câu 6: She told me that she ____________ candies.,A. likes,B. doesn’t like,C. not liked,D. didn’t like,,
5448,Câu 7: He isn’t tall enough ______________ the books on the shelf.,A. reach,B. reaching,C. to reach,D. reached,,
5449,Câu 8: At school some pupils ______________ hide and seek.,A. play,B. is playing,C. plays,D. are playing,,
5450,Câu 9: Would you like ____________ to my party?,A. to come,B. come,C. came,D. coming,,
5451,Câu 10: You must look _______________ your children when they are playing.,A. around,B. about,C. after,D. down,,
5452,"Câu 11: You can’t make a comparison between beef and oranges, they are completely ___________ .",A. differ,B. different,C. difference,D. differently,,
5453,Câu 12: The teacher told the students ____________ at 8 o’clock.,A. to not come,B. to come,C. coming,D. came,,
5454,Câu 13: The exam was quite ____________ we expected.,A. more easily,B. more easy,C. easier than,D. easier as,,
5455,Câu 14: The students are playing ____________ in the school yard.,A. happy,B. happier,C. happiest,D. happily,,
5456,Câu 15: Christmas songs ___________ for people centuries ago.,A. were performed,B. are performed,C. performed,D. was performed,,
5457,Câu 16: Would you mind ___________ the windows?,A. closed,B. closing,C. to closing,D. to close,,
5458,Câu 17: She said she ___________ a worker in a large factory.,A. is,B. has been,C. was,D. will be,,
5459,Câu 18: He is able ___________ the faucets in our house.,A. can fix,B. to fix,C. fixed,D. fixing,,
5460,Câu 19: A new hotel __________ next year.,A. is opened,B. will be opened,C. is opening,D. opens,,
5461,Câu 20: Would you mind ……….. on the light?,A. turn,B. to turn,C. turned,D. turning,,
5462,Câu 21: I’m ……….. of staying at home.,A. boring,B. bore,C. bored,D. being bored,,
5463,Câu 22: The weather .................. nice yesterday.,A. is,B. was,C. will be,D. has been,,
5464,Câu 23: It's difficult ................ your direction.,A. to follow,B. following,C. to following,D. followed,,
5465,Câu 24: The boy ................. over there is my brother.,A. stand,B. stood,C. standing,D. being stood,,
5466,Câu 25: I was cooking for dinner ...........................................,A. then the phone rang,B. then the phone was ringing,C. when the phone rang,D. when the phone was ringing.,,
5417,Câu 1: Nam ________ to school by bike as usual.,A. go,B. went,C. goes,D. will go,,
5418,Câu 2: Give me the book ______ is on the table.,A. who,B. which,C. that,D. B or C,,
5419,"Câu 3: Today, Laura doesn’t go to work because it is her day ______ .",A. on,B. out,C. of,D. off,,
5420,Câu 4: Which underlined part is not correct?A new bridge has built by these engineers.,A. A,B. has built,C. these,D. engineers,,
5421,Câu 5: _________ his homework yet?,A. Did he finish,B. Has he finished,C. Was he finishing,D. Will he finish,,
5422,Câu 6: How many films are _______ VTV3 tonight?,A. on,B. out,C. of,D. off,,
5423,Câu 7: People ____ tennis indoor.,A. used to,B. used to being,C. used to play,D. was used to play,,
5424,Câu 8: Which underlined part is not correct?There is no need to asking her about her school.,A. is,B. asking,C. about,D. her,,
5425,Câu 9: Which sentence is correct?,"A. Jim passed the exam, that made his parents happy.",B. Jim passed the exam that made his parents happy.,"C. Jim passed the exam, which made his parents happy.",D. Jim passed the exam which made his parents happy.,,
5426,Câu 10: Mai: “How long are you going to study this subject?”Lan: “ ________ ”.,A. For a month,B. In December,C. This semester,D. Since September,,
5427,Câu 11: I feel terrible. I think I ______ sick.,A. am going to be,B. am being,C. will be,D. am,,
5428,Câu 12: The plane took off ____ the bad weather.,A. in spite of,B. although,C. because of,D. because,,
5429,"Câu 13: Although they worked very hard, they could hardly ______ .",A. bettering their life,B. in need of many things,C. make ends meet,D. changing their life,,
5430,Câu 14: They are _______tennis.,A. play,B. plays,C. playing,D. to playing,,
5431,Câu 15: What does your daughter practise singing all day to?,A. What,B. practise,C. all,D. to,,
5432,Câu 16: I like classical music because it is so relaxed,A. like,B. classical music,C. because,D. relaxed,,
5433,"Câu 17: In order to not miss her bus, Mary was hurrying.",A. In order,B. to not,C. her,D. hurrying,,
5434,Câu 18: It was not until 1990 when she became a teacher.,A. was,B. until,C. when,D. became,,
5435,"Câu 19: Despite the house was small and old, it was in good condition.",A. Despite,B. was,C. it,D. in,,
5436,Câu 20: Pele is famous........his powerful kicking and controlling the ball.,A. by,B. for,C. on,D. in,,
5437,Câu 21: The film was quite........... All the children are.............in the film.,A. interesting/ interesting,B. interesting/ interested,C. interested/ interesting,D. interested/ interested,,
5438,"Câu 22: Do you take part.....the school football team?No, I cannot play football so well.",A. in,B. on,C. at,D. for,,
5439,Câu 23: Mary was very.........about her final exam. It was a............event because she had not studied well.,A. worried/ worried,B. worrying/ worrying,C. worrying/ worried,D. worried/ worrying,,
5440,"Câu 24: My sister doesn't like fish.She _______ fruit,chocolate and vegetables.",A. like,B. is like,C. likes,D. would,,
5441,Câu 25: Ho Chi Minh City is _______ than the capital.,A. big,B. small,C. bigger,D. the biggest,,
5392,Câu 1: Sometimes I do not feel like _______ to my sibling about my troubles.,A. talk,B. to talk,C. talking,D. talked,,
5393,"Câu 2: The worker was _______ his boss expected, so he was offered a raise.",A. more hard-working,B. as hard-working than,C. more hard-working than,D. more hard-working as,,
5394,"Câu 3: He was looking at his parents _______, waiting for recommendations.",A. obey,B. obedience,C. obedient,D. obediently,,
5395,Câu 4: The interviews with parents showed that the vast majority were _______ of teachers.,A. support,B. supportive,C. supporter,D. supporting,,
5396,"Câu 5: Billy has been seriously ill, and he was taken to _____ hospital yesterday.",A. a,B. an,C. the,D. Ø,,
5397,Câu 6: Alex is busy _______ for his exams.,A. to study,B. studied,C. studying,D. studies,,
5398,Câu 7: She is never willing _______ any personal question.,A. answer,B. to answer,C. answering,D. answered,,
5399,Câu 8: John cannot make a _______ to get married to Mary or stay single until he can afford a house and a car.,A. decide,B. decision,C. decisive,D. decisively,,
5400,"Câu 9: My mother used to be a woman of great _______, but now she gets old and looks pale.",A. beauty,B. beautiful,C. beautifully,D. beautify,,
5401,Câu 10: The young are _______ more concerned with physical attractiveness than elderly people.,A. much,B. as,C. many,D. as much as,,
5402,Câu 11: Many Vietnamese people ______ their lives for the revolutionary cause of the nation.,A. sacrifice,B. sacrificed,C. sacrificial,D. sacrificially,,
5403,Câu 12: Most of us would maintain that physical ______ does not playa major part in how we react to the people we meet.,A. attract,B. attractive,C. attractiveness,D. attractively,,
5404,Câu 13: I fell in ______ love with him because of his kind nature.,A. a,B. an,C. the,D. Ø,,
5405,"Câu 14: The more _______ and positive you look, the better you will feel.",A. confide,B. confident,C. confidently,D. confidence,,
5406,"Câu 15: John: What an attractive hair style you have got, Mary!Mary: _____________",A. Thank you very much. I am afraid.,B. You are telling a lie.,C. Thank you for your compliment.,D. I don't like your sayings.,,
5407,Câu 16: The doctor spent 10 minutes examining the patient.,A. It took the doctor 10 minutes examining the patient.,B. It took the doctor 10 minutes to examine the patient.,C. It took the doctor 10 minutes examine the patient.,D. It took the doctor 10 minutes to examining the patient.,,
5408,"Câu 17: As he grows older, he becomes increasingly intelligent.","A. The older he grows, the more intelligent he becomes.","B. The older he grew, the more intelligent he becomes.","C. The oldest he grows, the more intelligent he becomes.","D. The older he grows, more intelligent he becomes.",,
5409,Câu 18: The teacher made his students work hard for the exam.,A. The students are made work hard by the teacher.,B. The student was made to work hard by the teacher.,C. The students are made to work hard by the teacher.,D. The student was made work hard by the teacher.,,
5410,"Câu 19: When we were talking about relaxing after work, Jack said he enjoyed to listen to music, Carla said she preferred jogging, and I was considering taking up tennis.",A. jogging,B. to listen,C. work,D. was,,
5411,"Câu 20: The new employees enjoyed their first day at work, although everyone agreed that the lunch was the bad food they had ever eaten.",A. The new,B. their first,C. that,D. the bad,,
5412,"Câu 21: Because of him request and his bothering me all the time, I’m finishing the project myself.",A. him,B. project,C. bothering,D. the time,,
5413,Câu 22: The Sun is _______ bright to look at directly.,A. such,B. too,C. so,D. enough,,
5414,Câu 23: I like my work because I have the ______&nbsp;to make my own decisions.,A. freed,B. freely,C. freedom,D. free,,
5415,Câu 24: Circle the word whose stress is placed differently from that of the rest.,A. stability,B. immensity,C. advocacy,D. capacity,,
5416,"Câu 25: Monkeys can’t sing, ______________?",A. can they,B. can it,C. can’t they,D. can’t it,,
5367,"Câu 1: Nam:&nbsp;Did you buy a lot of souvenirs in Hanoi, Nga?Nga:&nbsp;_______________",A. I bought a lot of souvenirs in Hanoi.,B. I did.,"C. Yes, I bought.","D. Yes, I did.",,
5368,"Câu 2: Hoa: Where did you go during your summer vacation, Mai?Mai: _____________","A. Yes, I went to Hanoi.","B. No, I didn’t got to Hanoi.",C. I went to Hue.,D. I went there with my mother.,,
5369,Câu 3: What did Ha make for herself last night?,A. She made a nice dress.,B. She makes a nice dress.,C. She is making a nice dress.,D. She will make a nice dress.,,
5370,Câu 4: The red jacket is _______ the blue jacket.,A. expensiver than,B. more expensive than,C. the most expensive,D. most expensive,,
5371,Câu 5: Her brother is ______ soccer player on his team.,A. the better,B. better than,C. the most good,D. the best,,
5372,Câu 6: She's not only beautiful_________ intelligent.,A. but also,B. but,C. however,D. yet,,
5373,"Câu 7: I was very tired, ________ I determined to walk on to the next village.",A. therefore,B. however,C. and,D. or,,
5374,Câu 8: You can come here either on Monday __________ on Friday.,A. or,B. nor,C. both,D. and,,
5375,"Câu 9: The sun is shining and there are very few clouds; _______, I am sure it is going to rain.",A. what's more,B. hence,C. thus,D. nevertheless,,
5376,"Câu 10: Although we ______ all day, we haven’t managed to find a suitable applicant.",A. are interviewing,B. had interviewed,C. have been interviewing,D. interviewed,,
5377,Câu 11: Mark first ____ his wife three years ago when they _____ at university.,A. met - have studied,B. met - were studying,C. has met - studied,D. met - had been studying,,
5378,Câu 12: ______ that I could hardly hear her.,A. So quietly she spoke,B. So quietly did she speak,C. So did she speak quietly,D. She spoke so quiet,,
5379,"Câu 13: Although they had no money, _________ .",A. so they were content.,"B. for, their content.",C. they were content.,D. but they were content.,,
5380,Câu 14: The table was ________ .,"A. too heavy that, one person couldn’t carry.",B. so heavy that one person could carry.,C. too heavy for one person to carry.,D. enough heavy for one person to carry.,,
5381,"Câu 15: It is generally believed that ""Men make _______ house and women make _______ home"".",A. Ø / Ø,B. a / an,C. the / the,D. an / the,,
5382,Câu 16: We enjoy _______ time together in the evening when the family members gather in the living room after a day of working hard.,A. spending,B. caring,C. taking,D. doing,,
5383,Câu 17: Sometimes Mr. Pike has to work very late _______ night to do some important experiments.,A. in,B. at,C. for,D. on,,
5384,Câu 18: Peter was _______ a hurry to go so he did not stop to greet me.,A. in,B. on,C. with,D. over,,
5385,Câu 19: It _______ it is parents' responsibility to take good care of their children.,A. commonly says that,B. commonly to be said that,C. is commonly said that,D. is commonly saying,,
5386,Câu 20: Most children enjoy _______ with their parents and siblings.,A. play,B. to play,C. playing,D. played,,
5387,Câu 21: He studies _______ his two brothers.,A. much better than,B. more better than,C. more good than,D. very better than,,
5388,Câu 22: You are old enough to take _______ for what you have done.,A. responsible,B. responsibility,C. responsibly,D. irresponsible,,
5389,"Câu 23: These quick and easy _______ can be effective in the short term, but they have a cost.",A. solve,B. solvable,C. solutions,D. solvability,,
5390,Câu 24: John is _______ only child in his family so his parents love him a lot.,A. a,B. an,C. the,D. no article,,
5391,Câu 25: We are not allowed _______ jeans at school.,A. wear,B. to wear,C. wearing,D. worn,,
3061,"Câu 1. We use ""to"" when:",A. we take something from someone,B. we give something to someone,C. we send a gift,,,
3062,"Câu 2. We use ""for"" when:",A. we do something good for someone,B. someone is good,C. we are bad at something,,,
3063,Câu 3. Bob gave a gift _____ Fergus.,A. to,B. for,,,,
3064,Câu 4. I bought a bone ______ my dog.,A. to,B. for,,,,
3065,Câu 5. I go ____ work ___ money.,"A. for, to","B. to, to","C. for, for","D. to, for",,
3066,Câu 6. I made this cake _____ you.,A. to,B. for,,,,
3067,Câu 7. I gave the beer _____ her,A. to,B. for,,,,
3068,Câu 8. I'm going to talk _____ you,A. to,B. for,,,,
3069,Câu 9. I will do that _____ you,A. to,B. for,,,,
3070,Câu 10. I sing _____ you,A. to,B. for,,,,
3857,Câu 11. I went there ____ a holiday.,A. for,B. to,,,,
3858,Câu 12. I wear glasses ____ reading.,A. for,B. to,,,,
3859,Câu 13. I am going there ____ the language.,A. for learn,B. to learn,,,,
3860,Câu 14. Shall we stop ____ a break?,A. for,B. to,,,,
